症状,草药
[246],"[535, 544, 545, 546, 547, 550, 641]"
[348],"[441, 477, 504, 546, 655]"
"[14, 303]","[425, 441, 546, 574, 652, 653, 659, 666, 729]"
[276],"[546, 659, 699]"
[170],"[441, 504, 546, 655, 666]"
[14],"[425, 477, 546, 547, 641]"
[276],"[48, 425, 441, 477, 504, 546, 655, 666, 699]"
[276],"[425, 441, 446, 546, 659, 666]"
"[236, 247]","[444, 546, 552, 655]"
[246],"[131, 477, 535, 546, 547, 799]"
[274],"[467, 574, 575, 641, 659, 748]"
[222],"[490, 546, 659]"
[80],"[272, 276, 477, 546, 547, 574, 641, 659]"
"[80, 283, 357, 371]","[109, 449, 545, 546, 547, 548, 549, 574, 659]"
[193],"[131, 504, 546, 597, 677, 799]"
[106],"[138, 209, 426, 427, 504, 546, 659, 711]"
[236],"[138, 276, 292, 427, 429, 446, 504, 546, 571, 649, 659, 666, 703, 775]"
[348],"[276, 449, 477, 518, 546, 571, 699, 729, 775]"
"[80, 283, 371]","[138, 218, 430, 447, 535, 546, 547, 549, 729]"
"[14, 363]","[546, 604, 605, 641, 655]"
[303],"[546, 574, 652, 653]"
[367],"[276, 441, 444, 446, 477, 546, 659, 799]"
[363],"[197, 444, 477, 546, 666]"
[290],"[276, 425, 546, 645, 659, 777]"
"[80, 308]","[546, 547, 549, 574, 641]"
[308],"[276, 546, 777]"
[348],"[428, 544, 546, 659, 775]"
[80],"[395, 430, 446, 546, 547, 548, 549, 742]"
"[80, 222, 308]","[546, 547, 549, 641]"
"[348, 357]","[212, 425, 444, 490, 504, 546, 552, 641, 655, 677]"
[14],"[138, 490, 504, 545, 546, 641, 659, 677]"
[367],"[48, 440, 446, 456, 546, 659]"
[86],"[387, 425, 504, 546, 552, 729, 799]"
"[246, 308]","[276, 425, 477, 535, 544, 545, 546, 547, 571, 729, 799]"
[367],"[131, 438, 441, 456, 504, 546, 597, 633, 659, 666, 699]"
[306],"[276, 441, 546, 655, 659, 699]"
"[266, 348]","[48, 276, 430, 446, 477, 490, 546, 571, 659, 775, 777]"
"[306, 367]","[546, 666, 699]"
[276],"[73, 158, 196, 197, 477, 546]"
[323],"[196, 438, 546, 633, 655, 666, 718, 729]"
[202],"[48, 425, 441, 477, 504, 546, 655, 666, 699]"
[246],"[301, 446, 477, 490, 546, 655, 659, 666]"
[246],"[131, 477, 535, 546, 547, 729, 799]"
[246],"[158, 504, 546, 659]"
[387],"[309, 430, 490, 519, 546, 641, 677]"
[10],"[138, 426, 546, 597, 605, 659, 677, 711, 742, 775]"
"[236, 306]","[52, 292, 427, 441, 446, 546, 597, 655, 659, 666]"
"[14, 246]","[477, 504, 535, 546, 547, 659, 729, 799]"
"[14, 246]","[477, 535, 545, 546, 547, 550, 799]"
[246],"[131, 158, 477, 504, 546, 552, 641, 729, 799]"
[86],"[477, 490, 525, 546, 547, 552, 641, 729]"
"[106, 306]","[138, 427, 429, 441, 490, 504, 546, 597, 641, 655, 666, 677, 703, 705]"
[140],"[184, 276, 425, 430, 546, 645, 659, 666, 777]"
[308],"[73, 226, 425, 446, 546, 659, 666]"
[246],"[48, 546, 547, 574, 655, 699]"
"[345, 363]","[184, 292, 427, 546, 666]"
"[247, 367]","[430, 504, 546, 659, 742]"
[306],"[48, 546, 659]"
"[14, 290]","[124, 519, 546, 729, 768]"
[14],"[138, 490, 504, 545, 546, 641, 659, 677]"
"[286, 348]","[48, 292, 427, 429, 441, 446, 504, 546, 557, 597, 659, 666, 703, 708]"
"[286, 306, 372]","[48, 441, 444, 517, 546, 641, 655, 659, 666]"
"[14, 254, 290]",[546]
[367],"[61, 430, 444, 451, 546, 659, 742]"
[363],"[467, 490, 517, 574, 611, 659, 666, 677, 729, 769]"
"[10, 282, 313, 348]","[426, 427, 428, 556, 641, 659, 700, 758]"
[246],"[301, 446, 477, 490, 546, 655, 659, 666]"
[246],"[131, 477, 535, 546, 547, 729, 799]"
[246],"[158, 504, 546, 659]"
[227],[110]
[164],"[203, 210]"
"[14, 246]","[477, 535, 545, 546, 547, 550, 799]"
[86],"[253, 256, 258, 525, 546, 653, 670, 677, 803]"
"[254, 389]","[50, 65, 415, 472, 474, 478, 489, 490, 496, 503, 508, 560, 761]"
[308],"[73, 226, 425, 446, 546, 659, 666]"
"[219, 222, 259, 346, 349, 357, 376]","[212, 441, 546, 597, 605, 659, 699, 729, 769]"
[367],"[212, 441, 546, 597, 605, 659, 666, 699, 769]"
"[193, 246]","[711, 802]"
[367],"[699, 711]"
[367],"[456, 597, 605, 699]"
"[260, 367]",[699]
[248],[699]
[312],[699]
[248],[699]
[199],[699]
"[14, 367]","[73, 149, 504, 547, 549, 699]"
[193],"[149, 699, 701]"
[306],"[633, 699]"
[367],"[276, 546, 605, 645, 659, 699, 777]"
"[94, 363]","[699, 784]"
[164],"[203, 210]"
"[274, 367]",[699]
[367],"[699, 711]"
"[290, 367]","[212, 597, 605, 659, 699]"
[346],"[275, 699, 711, 769]"
"[212, 274, 367]","[226, 425, 427, 429, 444, 447, 456, 699, 711]"
"[193, 246]","[711, 802]"
[367],"[286, 425, 441, 444, 456, 467, 633, 659, 699, 711, 799]"
[367],"[286, 546, 659, 666, 699, 711, 763, 777]"
[367],"[456, 462, 659, 699]"
"[260, 367]",[699]
"[193, 246]",[699]
[367],"[633, 657, 699, 799]"
[367],"[272, 633, 699]"
[367],"[633, 657, 666, 699, 799]"
[367],"[456, 605, 699]"
[367],[699]
[276],"[212, 301, 633, 699]"
"[266, 367]","[272, 275, 699]"
[367],"[425, 659, 699, 711, 729]"
[367],"[212, 456, 547, 633, 667, 699, 799]"
[193],"[447, 645, 659, 699, 711]"
[367],"[699, 801]"
[367],"[66, 121, 212, 286, 456, 547, 699]"
"[217, 348]",[699]
[336],"[679, 699]"
[367],"[659, 699]"
[367],"[456, 546, 699]"
[367],"[441, 462, 699, 784]"
[289],"[475, 699]"
[367],"[456, 605, 699]"
[367],"[456, 547, 699, 799]"
[367],"[285, 444, 446, 452, 456, 556, 659, 700]"
[279],[802]
"[193, 246]","[73, 121, 212, 226, 442, 456, 626, 659, 676, 699, 711]"
[367],"[73, 121, 441, 442, 546, 659, 699]"
"[217, 367]","[290, 444, 445, 446, 504, 574, 659, 688, 699, 799]"
"[217, 290, 313, 367]","[441, 444, 446, 504, 546, 633, 657, 659, 699]"
[367],"[699, 801]"
[367],"[212, 286, 425, 441, 444, 446, 666, 699, 711, 799]"
[362],"[444, 475, 640, 654, 659, 699, 761]"
[367],"[676, 699]"
[367],"[441, 463, 621, 633, 659, 699]"
[299],[699]
[197],"[538, 575, 699]"
[367],"[659, 699]"
"[193, 246]","[659, 699, 711, 799]"
[367],[699]
[367],"[73, 121, 441, 442, 546, 659, 699]"
"[217, 367]","[290, 444, 445, 446, 504, 574, 659, 688, 699, 799]"
"[217, 290, 313, 367]","[441, 444, 446, 504, 546, 633, 657, 659, 699]"
"[193, 217, 367]","[27, 73, 121, 212, 226, 626, 699, 711]"
[286],"[441, 449, 575, 699, 775]"
[367],"[441, 535, 612, 699]"
[367],"[50, 121, 441, 442, 444, 463, 535, 546, 659, 699, 700]"
[291],"[563, 597, 699, 705]"
[276],"[441, 462, 477, 638, 699, 745]"
[193],"[55, 121, 212, 456, 546, 666, 699]"
"[14, 193]","[55, 158, 546, 699]"
[349],"[438, 441, 445, 467, 503, 542, 548, 574, 699]"
"[288, 367]","[438, 441, 535, 555, 633, 682, 699]"
[367],"[574, 800, 802]"
[367],"[239, 285, 441, 442, 546]"
[367],"[442, 444, 452, 649, 659, 699]"
[367],"[537, 699]"
[299],"[254, 597, 801]"
[276],"[441, 546, 604, 605, 659, 666]"
[262],"[428, 438, 441, 444, 542, 574, 604, 659, 677, 748, 769]"
[367],"[659, 699]"
[349],"[441, 545, 652]"
[328],"[387, 640, 742, 763]"
"[217, 348]","[393, 444, 640, 659, 666, 677, 688]"
[323],"[425, 441, 517, 546, 655, 659, 666, 677]"
"[203, 328]","[393, 425, 442, 467, 544, 546, 611, 655, 659, 666]"
[303],"[425, 494, 504, 519, 552, 640, 659, 677, 742]"
[241],"[109, 425, 442, 546, 640, 659]"
[88],[564]
"[211, 328, 349]","[423, 467, 611, 628, 655, 666]"
[335],"[212, 266, 430, 640, 658]"
[352],"[211, 423, 544, 546, 629]"
[352],"[219, 655]"
[165],"[514, 517, 520, 675, 677, 769]"
[375],"[442, 546, 574, 655]"
[375],"[442, 574, 655]"
"[7, 193]","[504, 507, 659]"
[193],"[442, 504, 546, 655, 659]"
[236],"[37, 46, 429, 472, 475, 517, 568, 654]"
[338],"[517, 605, 666, 677, 710]"
"[14, 222, 346]","[253, 441, 444, 518, 596, 604, 605, 653, 666, 729, 740, 757, 775, 784]"
"[203, 328]","[478, 490, 622, 652, 659]"
[303],"[84, 423, 546, 799]"
[376],"[101, 507, 517, 521, 546, 640, 677]"
[335],"[212, 266, 430, 640, 658]"
"[156, 363]",[468]
[308],"[525, 611, 659]"
[375],"[442, 574, 655]"
"[346, 377]","[151, 372, 556, 700, 703, 710]"
[236],"[27, 212, 255, 256, 387, 519, 525, 546, 555]"
"[246, 264, 329, 382]","[37, 46, 196, 253, 256, 296, 434, 605, 701]"
[236],"[141, 328, 517, 555, 704]"
"[269, 274, 323, 357]","[276, 654, 659, 769, 784]"
[236],"[141, 255, 256, 292, 409, 427, 429, 437, 517, 555, 699, 701, 704, 710]"
[348],"[151, 256, 328, 427, 429, 555, 655, 659, 704]"
[308],"[437, 451, 703, 704]"
[357],"[141, 256, 292, 427, 517, 546, 589, 655, 677, 699, 710]"
[17],"[328, 427, 429, 437, 444, 467, 498, 517, 557, 574, 597, 659, 677, 700, 703, 704, 705, 708, 710, 742, 758, 775]"
[338],"[517, 605, 611, 641, 659, 677]"
[28],"[141, 243, 517, 546, 555, 607, 659, 703, 704, 710, 781]"
"[299, 367]","[211, 275, 387, 444, 659, 688, 710]"
"[68, 270]","[256, 292, 517, 553, 555, 649, 659, 777]"
[236],"[141, 255, 256, 292, 409, 427, 429, 437, 517, 555, 699, 701, 704, 710]"
[236],"[109, 151, 152, 212, 387, 427, 429, 546, 574, 577, 597, 655, 659, 666, 677, 703, 763]"
[157],"[109, 151, 152, 212, 239, 425, 427, 429, 467, 517, 546, 574, 577, 597, 640, 655, 666, 677, 692, 703, 763]"
[17],"[275, 276, 546, 666]"
[274],"[475, 508]"
"[211, 286, 306, 348]","[37, 46, 415, 441, 568, 761]"
[367],"[37, 46, 441, 463, 633]"
"[369, 389]","[415, 472, 475, 604, 654, 784]"
[369],"[38, 784]"
[369],[563]
"[299, 367]","[211, 275, 387, 444, 659, 688, 710]"
[389],"[209, 522]"
[369],[508]
[369],"[37, 46, 441, 475, 604, 654]"
[266],"[147, 548, 659]"
[369],"[46, 429, 604, 654]"
[367],"[441, 463, 557, 563, 654]"
[348],[507]
[299],[676]
"[349, 367]","[37, 46, 489, 557, 643, 654, 659]"
[389],"[415, 546, 554, 571, 574, 654, 666, 729, 742]"
[274],"[272, 446, 641, 655, 659, 677, 710, 711, 729]"
"[196, 286, 348]","[37, 46, 475, 517, 557, 705]"
"[57, 303, 348]","[544, 545, 546, 611, 655]"
[308],"[467, 544, 545, 546, 611, 655]"
"[237, 306]","[445, 522, 523, 792]"
[208],[705]
"[57, 236]","[37, 208, 209, 434, 490, 546, 611, 642, 649, 653, 655, 659, 666]"
[367],"[99, 441, 654, 699]"
[367],"[99, 441, 654, 699]"
[367],"[46, 441, 605]"
[367],[441]
[338],"[475, 563, 761]"
[369],[508]
[303],"[66, 276, 415, 467, 547, 666, 742]"
[367],"[46, 441, 442, 463, 638, 705]"
"[236, 306, 367]","[46, 423, 441, 463, 546, 633]"
[274],"[429, 441, 475, 517, 557, 568, 677]"
[367],"[349, 427, 445, 472, 475, 504, 557, 659]"
"[367, 369]","[349, 427, 472, 475, 557, 643, 654, 659]"
"[274, 303, 362, 367, 389]","[441, 522, 654]"
"[303, 367]","[444, 546, 659, 666]"
"[308, 369]","[89, 209, 475, 522, 654]"
[369],"[37, 475, 654]"
[245],"[66, 260, 457, 516, 517, 518, 640, 649, 677]"
"[247, 349]",[699]
[274],"[272, 446, 641, 655, 659, 677, 710, 711, 729]"
[135],[468]
"[57, 303, 348]","[544, 545, 546, 611, 655]"
[308],"[467, 544, 545, 546, 611, 655]"
"[259, 299, 367]","[269, 271, 515, 525, 553, 622, 640, 641, 670, 688, 692, 699]"
"[147, 274, 348]","[180, 425, 427, 442, 444, 605, 611, 659, 710, 711, 769]"
"[133, 274, 283, 367]","[180, 425, 427, 444, 546, 611, 641, 659, 710, 711]"
[338],"[442, 490, 633, 638, 640, 659, 676]"
[338],"[388, 442, 640, 655, 659, 676]"
[367],"[99, 441, 654, 699]"
[367],"[46, 441, 605]"
[367],"[393, 442, 467, 546, 649, 655, 659, 666, 688]"
"[62, 147]","[652, 653, 659]"
[53],"[66, 239, 255, 423, 517, 546, 640, 655, 666, 677]"
[367],"[65, 179, 212, 437, 580, 666]"
[196],"[58, 211, 230, 642, 655, 666, 677, 688, 763]"
"[165, 349, 367]","[211, 422, 507, 633, 655, 659, 677]"
[208],"[211, 212, 256, 262, 688, 691]"
"[308, 369]","[89, 209, 475, 522, 654]"
[369],"[37, 475, 654]"
"[241, 306, 349]","[239, 434, 441, 546, 605, 611, 621, 626, 633, 638, 655, 715]"
"[295, 383]","[223, 435, 436, 441, 507, 546, 633, 636, 658, 670]"
[274],"[425, 427, 430, 442, 444, 494, 517, 547, 659, 677, 697]"
[195],"[184, 655, 675]"
[348],"[425, 441, 546, 655, 659, 666]"
[338],"[442, 490, 633, 638, 640, 659, 676]"
"[266, 276, 286]","[276, 546, 604, 605, 655, 659, 666]"
"[57, 208]","[255, 276, 387, 393, 425, 436, 442, 446, 504, 507, 517, 518, 593, 640, 677]"
[236],[556]
[259],"[286, 359, 456, 556, 571, 645, 659, 666, 676, 699]"
"[193, 299]","[276, 456, 640, 659, 666, 677]"
"[19, 214, 266, 342, 372, 383]","[425, 640, 655, 659, 676]"
[159],"[274, 425, 516, 546, 640, 655]"
"[286, 376]","[445, 655, 659]"
"[217, 282, 348]","[427, 517, 557, 597, 603, 659]"
[208],"[211, 212, 256, 262, 688, 691]"
"[33, 306]","[441, 442, 521, 641, 659, 666]"
[79],[575]
[236],"[467, 574, 655, 730, 775]"
[274],"[425, 427, 430, 442, 444, 494, 517, 547, 659, 677, 697]"
"[337, 372]","[445, 507, 659]"
[372],"[507, 659]"
[195],"[184, 655, 675]"
[363],"[442, 467, 490, 504, 507, 548, 640, 659]"
[367],"[275, 369, 430, 574, 677, 688]"
"[198, 306, 363]","[588, 611, 641, 705]"
"[198, 262]","[426, 588, 705]"
[344],"[584, 677]"
[306],"[425, 517, 546, 554, 655, 659, 677]"
[126],"[272, 323, 387, 425, 492, 507, 517, 638, 641, 659, 677, 758]"
[247],[467]
"[193, 299]","[276, 456, 640, 659, 666, 677]"
"[247, 348]",[467]
[253],"[427, 429, 517, 677, 781]"
[217],"[427, 429, 441, 442, 444, 517, 546, 597, 705]"
"[217, 282, 348]","[427, 517, 557, 597, 603, 659]"
[367],"[467, 546, 676]"
[328],"[110, 141, 467, 503, 593, 640, 651, 775, 783]"
"[337, 372]","[445, 507, 659]"
[372],"[507, 659]"
"[247, 286, 308, 332, 357, 372]","[427, 441, 445, 546, 574, 659, 703, 781]"
[247],"[425, 445, 478, 490, 492, 504, 640, 677]"
[236],"[34, 272, 323, 425, 441, 442, 467, 546, 640, 655, 659, 677, 742, 781]"
[299],"[441, 633, 657, 659, 769]"
[299],"[272, 441, 633, 657, 769]"
[165],"[485, 596]"
[222],"[196, 438, 442, 605, 633, 655]"
[363],[196]
[254],"[196, 433, 437]"
"[208, 266, 290]","[196, 212]"
[363],"[196, 490]"
"[286, 306]","[196, 441, 442, 444, 546, 597, 605, 677]"
[348],"[196, 292, 425, 429, 430, 437, 441, 467, 517, 520, 574, 575, 597, 677, 708, 711]"
"[306, 348]","[196, 239, 441, 442, 517, 546, 666, 705]"
[348],"[196, 292, 425, 429, 430, 437, 441, 520, 589, 597, 708, 711]"
[13],"[196, 239, 427, 441, 490, 546, 597, 605, 611, 677, 688, 708]"
[363],[196]
"[208, 266, 290]","[196, 212]"
"[222, 269, 363]","[196, 197, 208, 436, 438, 605, 633, 655, 659]"
[135],"[196, 468, 604]"
[266],"[196, 433, 477]"
[308],[196]
[354],[196]
[354],[196]
[341],"[147, 196, 254, 463, 468, 476, 477, 538, 575, 705]"
"[10, 276, 312]","[425, 426, 427, 444, 525, 546, 574, 593, 596, 597, 604, 605, 653, 655, 659, 666, 670, 677, 711]"
[339],"[196, 604, 605, 659, 666]"
[241],"[548, 659]"
"[222, 330]","[467, 522, 537, 677, 784]"
"[133, 253]","[349, 538, 730, 745]"
[369],"[522, 530, 564, 654, 784]"
[227],"[441, 538, 633, 654, 784]"
[274],"[37, 46, 548, 563, 784]"
[253],"[415, 427, 467, 474, 475, 554, 730, 781]"
[253],"[46, 441, 472, 475, 538, 548, 654, 784]"
[306],"[139, 201, 427, 441, 444, 472, 504, 557, 654, 729]"
[348],"[372, 427, 431, 442, 446, 504, 518]"
[389],[441]
[253],"[442, 504, 643, 729, 745]"
[353],[158]
[367],"[441, 745, 772]"
[286],"[441, 444, 446, 477, 504, 546, 633, 645, 666]"
[367],"[441, 490, 492, 745, 772]"
[237],"[239, 434, 438, 449, 477, 490, 666, 677, 729]"
"[193, 241, 295, 367]","[434, 436, 438, 442, 444, 477, 490, 492, 494, 504, 637, 638, 659]"
[10],"[293, 427, 444, 659, 666, 710]"
"[259, 266, 357]","[293, 427, 430, 444, 659, 666, 710]"
[325],"[659, 710]"
[389],"[477, 490, 543]"
[330],"[666, 729]"
[367],"[467, 546, 676]"
[305],"[212, 285, 395, 425, 427, 626, 659]"
"[286, 306, 308]","[522, 523, 613, 659]"
[247],"[425, 445, 478, 490, 492, 504, 640, 677]"
[308],"[472, 475, 587]"
[200],"[203, 472, 474, 475, 522, 523, 573, 644, 652, 791, 792]"
"[211, 369]","[46, 404, 463, 472, 538, 654]"
[309],"[472, 475, 652, 773]"
"[208, 376]","[215, 652]"
[308],"[456, 546, 615, 645, 659, 666, 688]"
"[286, 367]","[286, 393, 444, 645, 655, 666, 688, 692, 740]"
"[207, 247]","[393, 425, 525, 655, 677, 691]"
"[195, 363]","[517, 640, 655, 658, 670, 675]"
[306],"[436, 511, 574, 655, 666, 676]"
[348],"[131, 292, 393, 517, 677, 705]"
"[193, 286, 363]","[211, 255, 525, 546, 604, 655, 666, 677, 688]"
[175],"[109, 125, 359, 575, 611]"
[348],"[467, 474, 475, 732, 775]"
[306],"[441, 442, 611, 655, 666]"
"[286, 367]","[286, 393, 444, 645, 655, 666, 688, 692, 740]"
[211],"[522, 613, 654]"
[154],"[138, 415, 571, 654, 666, 775]"
[266],"[451, 467, 490, 574, 575, 659, 729, 758]"
[259],"[688, 729, 777]"
[290],"[426, 427, 429, 433, 437, 517, 525, 547]"
[202],"[158, 208, 442, 477, 492, 611, 723, 758]"
[262],"[442, 492, 700, 745, 758]"
[274],"[138, 147, 272, 430, 447, 574, 659, 742, 748, 758, 759, 769]"
"[262, 282, 323]","[425, 430, 459, 478, 490, 504, 547, 571, 574, 659, 677, 758, 763, 769]"
"[241, 293, 308]","[467, 546]"
[262],"[571, 758]"
[349],"[427, 659, 742, 758]"
[262],"[549, 659, 729, 758]"
[262],"[293, 429, 430, 462, 478, 504, 574, 641, 729, 758, 763]"
[262],"[293, 327, 430, 571, 575, 593, 729, 758, 759, 799]"
[262],"[429, 490, 535, 571, 729, 742, 758, 763, 769]"
[325],"[393, 467, 504, 574, 641, 677, 758, 763]"
[199],"[442, 444, 467, 568, 574, 659, 758]"
[305],"[427, 532, 547, 549, 659, 710, 758, 771]"
[262],"[517, 574, 659, 700, 710, 758]"
[185],"[427, 659, 742, 758]"
"[262, 282, 323]","[425, 430, 459, 478, 490, 504, 547, 571, 574, 659, 677, 758, 763, 769]"
[266],"[276, 293, 427, 517, 547, 549, 574, 641, 677, 710, 742, 758]"
[315],"[272, 425, 442, 574, 640, 659, 677, 758]"
[349],"[425, 427, 446, 532, 547, 548, 640, 659, 677, 710, 758]"
[349],"[425, 427, 532, 547, 548, 641, 659, 677, 710, 758]"
[305],"[427, 659, 677, 710, 758, 775]"
[282],"[276, 387, 427, 428, 430, 478, 490, 571, 574, 659, 758, 775]"
[262],"[430, 446, 447, 490, 641, 659, 677, 729, 742, 758, 763]"
[262],"[547, 571, 699, 758, 759, 763]"
[262],"[425, 547, 574, 659, 729, 758, 759, 763, 777]"
[274],"[425, 430, 535, 571, 574, 641, 659, 699, 729, 758]"
[262],"[233, 416, 430, 475, 546, 700, 758]"
[346],"[184, 426, 430, 447, 475, 478, 490, 522, 659, 729, 758]"
[262],"[309, 549, 659, 758]"
[349],"[425, 427, 446, 532, 547, 548, 640, 659, 677, 710, 758]"
[236],"[151, 659, 704, 758]"
[308],"[427, 429, 467, 641, 659, 701, 710, 742, 758]"
[336],"[121, 467, 517, 577, 659, 705, 710, 742, 758]"
[283],"[276, 293, 428, 430, 444, 547, 574, 641, 659, 758]"
[336],"[467, 517, 659, 695, 705, 710, 758, 799]"
[262],"[327, 427, 429, 460, 575, 593, 732, 758, 768]"
[346],"[184, 426, 430, 447, 475, 478, 490, 522, 659, 729, 758]"
[206],"[272, 467, 504, 516, 517, 574, 659, 677, 769, 772]"
[236],"[151, 659, 704, 758]"
[262],"[443, 492, 506, 517, 519, 659, 758]"
[305],"[467, 518, 574, 575, 688, 710, 758]"
"[305, 330]","[430, 467, 548, 574, 640, 659]"
[306],"[467, 604]"
[262],"[327, 427, 429, 460, 575, 593, 732, 758, 768]"
[308],"[477, 581, 626]"
[363],"[428, 467, 490, 492, 548, 638]"
[330],"[212, 442, 655, 666, 677, 710, 758]"
[206],"[272, 467, 504, 516, 517, 574, 659, 677, 769, 772]"
[227],"[359, 659, 758]"
[80],"[359, 426, 659, 729, 742, 758]"
[80],"[425, 446, 467, 547, 574, 659, 677, 688, 758]"
"[88, 274, 348]","[359, 425, 426, 427, 429, 444, 446, 504, 517, 546, 659, 700, 710, 758]"
[363],"[293, 427, 547, 641, 659, 710, 758]"
[274],"[425, 427, 429, 467, 574, 575, 577, 641, 659, 677, 700, 705, 710, 711, 729, 758]"
"[88, 227]","[290, 359, 366, 393, 427, 444, 547, 574, 641, 659, 701, 705, 729, 742, 758, 763]"
[176],"[218, 262, 427, 517, 677, 710, 758]"
[262],"[393, 428, 442, 444, 447, 520, 574, 641, 659, 677, 729, 758, 763]"
[80],"[359, 426, 659, 729, 742, 758]"
[274],"[293, 359, 427, 547, 659, 710, 758]"
[197],"[184, 427, 429, 430, 475, 478, 490, 508, 522, 547, 574, 659, 729, 758]"
[227],"[430, 504, 574, 659, 711, 758, 759]"
[274],"[425, 427, 429, 467, 574, 575, 577, 641, 659, 677, 700, 705, 710, 711, 729, 758]"
[348],"[633, 707]"
[262],"[393, 428, 442, 444, 447, 520, 574, 641, 659, 677, 729, 758, 763]"
[389],"[37, 209, 272, 426, 441, 442, 463, 467, 517, 546, 557, 568, 571, 573, 574, 633, 649, 655, 659, 688, 710, 775]"
[389],"[39, 209, 426, 442, 557, 568, 571, 643, 655, 666, 688, 710, 775]"
"[156, 306]",[655]
[306],[58]
[348],"[431, 475, 566]"
[315],[431]
[210],[605]
[277],"[431, 475, 570]"
[277],"[462, 475, 508, 572, 575]"
[348],"[431, 773]"
[210],[314]
[246],"[431, 508]"
[348],"[472, 517, 522, 523, 775]"
[28],"[508, 732, 745]"
[312],"[442, 475]"
[217],"[150, 431, 464, 475, 548]"
[210],"[652, 679]"
"[217, 236, 348]","[431, 467, 475, 570, 597]"
[348],"[110, 431, 475, 508]"
[348],"[197, 431, 597]"
[348],[597]
[217],"[150, 431, 464, 475, 548]"
[277],"[416, 475, 548, 730]"
[348],[757]
"[95, 202, 286, 348, 353, 363]","[16, 405, 415, 433, 434, 438, 472, 474, 475, 478, 490, 496, 508, 546, 615, 638, 700, 705]"
[312],"[426, 427, 596, 597, 604, 605, 655]"
"[245, 308, 328]","[428, 504, 659, 777]"
"[328, 348]","[359, 393, 427, 571, 574, 641, 659, 700, 705, 710, 742, 758, 763]"
"[160, 193, 274]","[442, 444, 521, 548, 568, 574, 659, 701, 781]"
"[274, 348]","[147, 677, 729]"
"[241, 306]","[477, 490, 504, 655, 718, 723]"
"[286, 306, 338, 363]","[6, 139, 215, 349, 415, 437, 464, 472, 475, 478, 503, 508, 557, 699, 729, 761, 786]"
"[95, 202, 286, 348, 353, 363]","[16, 405, 415, 433, 434, 438, 472, 474, 475, 478, 490, 496, 508, 546, 615, 638, 700, 705]"
[335],"[211, 611, 625, 649, 666]"
"[269, 306, 363, 372]","[16, 405, 415, 433, 434, 438, 472, 474, 475, 478, 490, 496, 508, 546, 615, 638, 659, 700, 705]"
"[259, 328, 348]","[293, 359, 393, 425, 427, 428, 429, 444, 451, 517, 574, 641, 659, 700, 705, 758, 763]"
"[328, 348]","[359, 393, 427, 571, 574, 641, 659, 700, 705, 710, 742, 758, 763]"
[193],"[349, 381, 427, 475, 563, 568, 710]"
"[219, 352]","[131, 197, 425, 427, 574, 605, 659]"
"[241, 306]","[477, 490, 504, 655, 718, 723]"
[367],"[441, 444, 546, 574, 659, 666, 688]"
[337],"[82, 100, 334, 425, 444, 507, 518, 640, 677]"
[335],"[211, 611, 625, 649, 666]"
[376],"[468, 604, 605, 654]"
[354],"[468, 653]"
[135],"[436, 504, 546, 659, 666]"
[195],"[101, 574, 640, 659, 666, 675]"
[367],"[441, 442, 444, 456, 574, 605, 607, 659, 666]"
[226],"[611, 638, 659, 666]"
"[14, 328]","[239, 430, 546, 666, 677, 688]"
[245],"[58, 441, 467, 504, 546, 649, 659, 666, 740]"
"[208, 306, 376]","[442, 604, 655, 666, 677]"
[389],"[535, 546, 763]"
"[193, 308]","[438, 441, 442, 477, 504]"
[246],"[293, 442, 490, 492, 494, 504, 547, 659, 710]"
"[14, 328]","[239, 430, 546, 666, 677, 688]"
[245],"[58, 441, 467, 504, 546, 649, 659, 666, 740]"
[227],"[180, 359, 442, 525, 670, 677, 688]"
[208],[785]
"[14, 306, 345]","[196, 546]"
"[135, 254]","[196, 433]"
[348],"[276, 387, 426, 430, 546, 571, 574, 641, 659, 775, 799]"
[322],"[430, 441, 442, 490, 492, 524, 544, 568, 637, 659, 666, 677]"
[267],"[508, 546, 575, 666, 676, 801]"
[285],"[276, 395, 535, 742, 769, 799]"
[227],"[272, 430, 571, 574, 729, 742, 775]"
[227],"[540, 729]"
"[274, 348]","[276, 543, 633, 659, 717, 742]"
"[246, 308]","[395, 430, 535, 571, 574, 659, 729, 742, 763, 799]"
[348],"[276, 387, 426, 430, 546, 571, 574, 641, 659, 775, 799]"
[348],"[276, 543, 574, 659, 717, 742, 775]"
[363],"[430, 641, 652, 742]"
"[147, 363]","[196, 441, 446, 456, 490, 546, 597, 604, 605, 641, 655, 659, 666, 677]"
[363],"[196, 446, 456, 574, 596, 597, 740, 769]"
"[276, 306]","[196, 438, 441, 449, 604, 605, 666]"
[330],"[196, 605, 638, 655, 666]"
[156],"[196, 444, 477, 490, 529, 604, 605, 655, 677]"
"[222, 276]","[196, 597, 604, 605, 666]"
"[147, 363]","[196, 441, 446, 456, 490, 546, 597, 604, 605, 641, 655, 659, 666, 677]"
[363],"[196, 441, 446, 490, 546, 604, 605, 641, 655, 659, 666, 677]"
"[135, 276]","[196, 438, 441, 449, 604, 605, 633, 659, 666]"
[193],"[196, 462, 477, 546, 612, 785]"
[363],"[196, 438, 467, 490, 604, 605, 659]"
[363],"[159, 196, 203, 327, 438, 467, 575, 604, 605, 633, 655, 677]"
