herb1,herb2,causal_effect
389,314,0.024519093
389,349,-0.021245664
389,374,0.022572385
389,376,-0.02473192
389,677,0.02599251
389,753,0.020774772
390,28,0.027980376
390,39,-0.021657191
390,84,0.022209888
390,162,0.02489567
390,177,-0.023429835
390,325,0.02362095
390,348,-0.022770211
390,382,0.021936603
390,442,-0.020300658
390,469,-0.026500724
390,554,-0.022579785
390,581,-0.023657897
390,636,0.030121185
390,798,-0.030338291
391,7,-0.021053981
391,95,-0.024290638
391,113,-0.021350095
391,168,-0.0211504
391,316,-0.021131877
391,361,0.02034579
391,369,-0.021128383
391,628,-0.021558965
392,43,-0.0289607
392,143,0.035243552
392,242,0.023547105
392,378,0.024882022
392,614,0.02667968
392,762,0.023024293
393,281,-0.025177626
393,406,-0.02263628
393,475,0.022136534
393,482,0.028096242
393,495,0.034542102
393,568,0.029928807
394,21,-0.023079045
394,46,-0.024137536
394,60,-0.02009727
394,168,0.021860108
394,194,-0.024697727
394,233,0.020533977
394,363,0.024624318
394,398,-0.020360949
394,722,-0.024222458
394,773,-0.02007434
394,783,0.020755727
395,97,-0.021255357
395,248,-0.024414357
395,657,0.020424593
395,675,-0.024366
395,703,0.022153493
396,50,0.023797022
396,86,-0.02035276
396,93,0.022318652
396,206,-0.021538854
396,209,0.024142796
396,372,-0.020114133
396,471,0.023213295
396,688,-0.020929733
396,704,-0.025566295
397,803,0.023079205
398,29,-0.020265914
398,32,-0.02071798
398,134,-0.020826096
398,172,-0.026382126
398,259,-0.021117631
398,313,0.02100767
398,318,0.020550404
398,516,-0.026358757
398,759,0.020656962
398,766,0.020405227
399,41,0.0269577
399,281,-0.027098767
399,406,0.024434863
399,701,-0.021787722
399,714,0.020874161
400,91,-0.02102582
400,382,0.022622718
401,134,-0.020439487
401,255,-0.021108994
401,281,-0.0211108
401,357,0.0208485
401,390,-0.020124234
401,794,0.027056731
402,0,-0.034850296
402,34,0.020607438
402,137,0.021358376
402,213,-0.024452837
402,271,0.031673137
402,281,-0.02261635
402,292,-0.024824565
402,298,-0.02312254
402,398,0.020161362
402,460,0.023603372
402,571,0.03181236
402,577,-0.02275305
403,13,0.022286482
403,549,0.024048107
403,642,-0.022039661
404,150,-0.020344423
404,476,-0.02280457
404,509,-0.023991242
404,554,0.020953577
404,670,0.021575013
405,122,-0.023621663
405,390,0.025151609
406,43,-0.020600965
406,139,-0.026356822
406,314,0.025156928
406,337,-0.02036029
406,377,0.02290879
406,479,-0.023168847
406,647,-0.020015577
406,664,0.023225937
407,16,-0.020718828
407,121,-0.020796645
407,491,-0.025149873
407,615,0.021428654
407,751,0.02337728
408,359,-0.021803765
408,529,0.020972623
409,799,-0.023378763
410,245,-0.029609019
410,598,0.021457687
410,690,0.021465456
410,692,0.026175339
410,763,0.02127564
411,56,0.020223727
411,77,0.023527374
411,241,0.020279732
411,440,-0.021679966
412,87,0.020443404
412,209,-0.020657139
412,703,0.025934365
412,714,-0.023972798
412,778,0.021308798
413,11,0.02147425
413,69,-0.02054216
413,80,-0.02208187
413,138,0.021754384
413,145,0.021052623
413,183,-0.022865282
413,261,0.022720478
413,292,0.027161013
413,459,0.030525614
413,695,-0.02248933
414,290,0.023327129
414,315,-0.021210961
414,318,-0.023410706
414,582,-0.024851974
414,674,0.02148224
415,89,0.022627577
415,125,0.02474756
415,130,-0.021891499
415,382,0.023324566
415,446,-0.022075558
415,547,-0.021801313
415,562,0.020252526
415,675,-0.025293525
416,0,0.022889998
416,288,0.021882067
416,314,0.03255776
416,356,-0.024198337
416,426,-0.022832723
416,497,0.023693658
416,526,-0.026096119
416,710,0.026194943
417,66,0.03538976
417,501,-0.03404826
418,35,0.023898596
418,49,0.020865494
418,131,0.025825396
418,238,-0.020895815
418,292,-0.024121275
418,355,0.025594188
418,411,-0.020388309
418,419,0.026891204
418,491,0.020156182
418,517,-0.027355134
418,665,0.0263563
418,672,-0.023365472
418,719,-0.02281813
418,753,0.020408481
418,792,-0.020245168
419,331,0.020574873
419,459,0.023579052
419,756,-0.022980481
420,97,0.021994289
420,191,-0.023639249
420,313,0.02236735
420,316,0.02420406
420,479,-0.028964374
420,485,0.020205988
420,503,-0.023130093
420,577,-0.023794005
420,592,0.023343215
421,84,0.027899057
421,247,0.02532997
421,390,0.024557183
421,466,0.020823514
421,531,0.023101201
421,564,0.0245905
422,214,-0.02361007
422,597,0.020351514
422,631,0.021792669
423,3,0.022065986
423,115,0.020028498
423,163,0.02302474
423,497,-0.029497858
423,502,0.020226285
423,554,0.020902557
423,666,-0.020371992
423,683,-0.02353051
424,87,-0.02622543
424,140,0.022389488
424,170,0.022702824
424,450,-0.020236583
424,579,0.03153848
424,588,0.025822865
425,214,-0.023538003
425,287,0.028705847
425,299,-0.020000357
425,309,-0.020035107
425,353,-0.020162258
425,450,-0.021130634
426,80,0.021353625
426,208,0.020148022
426,224,0.021499638
426,271,0.022464795
426,294,-0.02188296
426,316,0.023898417
426,344,-0.025708094
426,489,0.021202251
426,544,0.020164847
426,658,0.021651782
426,690,0.024371237
427,75,-0.027144546
427,100,0.025741855
427,263,0.020584743
427,540,-0.022588186
427,722,0.030791922
427,732,0.023459883
427,760,0.021325877
428,171,0.022221811
428,414,-0.02013358
428,441,0.020027695
428,530,0.030214205
428,678,0.021142164
429,27,0.020660896
429,199,0.020995107
429,264,-0.02157715
429,270,-0.02177083
429,272,-0.023498079
429,294,-0.02161098
429,427,-0.020384206
429,428,0.020281037
429,649,0.021658786
429,762,0.021739637
430,71,-0.022479607
430,113,-0.033248384
430,148,0.021027135
430,458,0.02359616
430,540,0.020482179
430,550,-0.023384752
430,566,-0.020004362
430,636,0.021554796
431,610,0.022277983
432,55,0.021990126
432,66,-0.02084466
432,83,0.02047164
432,253,-0.021166252
432,473,-0.021905188
432,509,-0.022076357
432,553,-0.023738716
432,565,0.021253148
432,629,0.022015307
432,700,-0.024500305
433,7,-0.02289063
433,148,0.026784118
433,175,0.021682682
433,228,0.029294701
433,279,-0.020905865
433,299,-0.021539116
433,345,0.023712244
433,402,0.023842579
433,423,0.021568038
433,440,0.023962013
433,748,0.02567456
434,466,0.0215841
434,785,0.022713138
435,28,-0.021129785
435,133,0.024527626
435,221,0.02074701
435,346,0.024107428
435,507,-0.028795663
436,73,0.020898711
436,86,0.021396162
436,324,0.028599346
436,442,0.02293878
436,552,0.023027912
436,601,-0.021492466
437,19,0.024514088
437,109,0.02592575
437,170,-0.029410249
437,392,-0.021156034
437,399,0.020041406
437,503,-0.02136976
437,574,0.022396397
437,596,-0.023424027
437,612,-0.02279468
437,704,0.02380229
437,753,0.02276655
437,754,0.024696916
438,739,-0.02080405
439,6,-0.028545113
439,15,-0.02281559
439,330,0.023717837
439,394,-0.023266114
439,423,-0.023652688
439,516,-0.02682853
439,654,-0.022685736
439,786,0.022812165
440,30,-0.021145988
440,80,-0.028646177
440,410,-0.024103176
440,426,-0.025613446
440,543,0.022668732
440,669,-0.023215013
441,4,0.025292318
441,35,0.02978379
441,71,-0.020800738
441,282,-0.030019397
441,334,0.020923756
441,425,-0.025899647
441,675,0.020326572
441,695,-0.020507084
441,733,0.024603518
442,95,-0.027701566
442,199,-0.02293879
442,247,-0.020100191
442,370,0.031078624
442,441,0.02338952
442,555,0.022652669
442,571,0.030107165
442,728,-0.02681942
443,3,0.02150731
443,28,0.021425582
443,100,-0.027145503
443,293,0.020559551
443,297,-0.027408889
443,379,0.022862304
443,407,-0.021934861
443,440,-0.021002594
443,577,-0.020902757
443,764,-0.021422986
444,77,0.02069395
444,249,0.02060335
444,551,0.021304736
444,580,-0.022444809
446,12,-0.021523906
446,19,0.02544549
446,67,-0.027421286
446,92,0.020053996
446,204,-0.022666004
446,221,-0.021385962
446,294,-0.023090249
446,374,0.024735207
446,389,0.020011183
446,575,-0.02309763
446,587,0.02198755
446,663,-0.020290526
446,667,0.023432689
446,762,0.026210144
447,36,-0.020565057
447,136,-0.02058562
447,192,-0.028189091
447,234,0.025464168
447,257,-0.021623885
447,266,-0.022587826
447,268,0.024583617
447,418,-0.022375032
447,456,-0.021840109
447,782,-0.025696833
448,267,0.021844337
448,405,-0.02271459
449,486,-0.021041956
449,530,-0.022741163
449,567,0.030687133
449,572,0.02136775
449,666,0.02550368
449,782,0.022268506
450,206,0.021801868
450,216,0.020221775
450,233,0.021901412
450,347,0.021995153
450,440,-0.026821945
450,614,-0.027458822
450,643,-0.020535002
450,650,-0.024195325
450,676,-0.022474552
450,677,0.021396864
451,71,0.021755189
451,423,0.022488613
451,575,-0.023357913
451,668,0.025413333
452,14,-0.02464634
452,35,-0.022492914
452,143,-0.021202646
453,226,-0.021067075
453,249,0.02104987
453,295,0.023243662
453,315,-0.021649016
453,330,0.022225644
453,462,0.023172216
453,561,-0.02859376
454,36,0.022003248
454,87,-0.02197425
454,244,-0.021527458
454,257,-0.027540602
454,305,0.02184374
454,769,0.020642227
455,33,0.020331325
455,370,0.023046555
455,574,0.022325672
455,621,0.024461292
455,701,0.023305934
455,754,-0.021309106
456,0,0.023781488
456,28,-0.020175299
456,85,-0.03353228
456,258,-0.020785965
456,396,0.021274878
456,516,-0.027233087
456,612,0.023135236
456,644,0.021531776
456,733,0.021846186
456,752,0.020686967
458,140,-0.02604812
458,234,-0.023634396
458,246,0.021664677
458,272,-0.024909578
458,552,-0.024124095
458,704,-0.024024678
458,791,-0.021975249
459,27,-0.020738294
459,87,-0.024866922
459,289,-0.02080249
459,325,0.02034288
459,357,0.020809779
459,441,0.022836125
459,514,0.020403564
459,596,0.020445727
459,601,0.021875642
459,740,0.022178868
460,164,0.034852087
460,180,-0.021435995
460,234,-0.02368276
460,451,0.020848518
460,458,0.026975673
460,553,-0.024901297
460,554,-0.023229469
460,655,-0.020266753
461,286,0.020776873
461,376,-0.020757077
461,605,-0.020411955
462,317,-0.022536801
462,394,0.020784138
462,598,0.023787878
462,754,0.021611406
463,53,0.02635802
463,77,0.024906429
463,258,0.02001086
463,311,-0.022877354
463,342,-0.023772608
463,382,-0.025497431
463,392,-0.023190387
463,522,0.020192651
463,623,0.021784782
463,730,-0.021039143
464,20,-0.027986476
464,74,0.023639461
464,134,0.021830784
464,171,0.020259758
464,259,0.021510584
464,484,-0.026882302
464,580,0.020684117
464,611,0.02352607
464,666,-0.021977456
464,690,0.02684532
464,700,0.02063424
464,790,0.021499623
465,61,0.025006311
465,111,-0.021066511
465,346,-0.020437524
465,386,0.02035464
465,474,-0.022284927
465,722,0.026194662
465,727,0.033747856
466,2,-0.021263763
466,25,0.023810484
466,173,-0.020020304
466,263,0.021165863
466,355,0.022203228
466,398,0.020651087
466,400,-0.02605419
466,416,0.020085286
466,451,0.024879346
466,507,-0.02010983
466,520,0.021066707
468,177,0.020423068
468,227,-0.02105215
468,245,-0.02267418
468,295,0.02127493
468,311,-0.020557195
468,334,0.02019586
468,368,-0.020112399
468,369,0.02364604
468,428,0.021226821
468,515,0.021975758
468,671,-0.029886989
468,684,0.024921296
468,779,-0.02125286
469,27,0.022920625
469,127,-0.020070568
469,231,0.022730501
469,330,0.020178296
469,541,0.022861144
469,628,0.020131342
470,132,0.02349432
470,154,-0.023946457
470,167,-0.020156387
470,191,-0.02064754
470,279,-0.02287081
470,307,0.022385133
470,416,0.02883808
470,505,-0.021059098
470,514,-0.020963218
470,579,0.021024615
470,674,-0.024996264
471,33,0.020770133
471,139,0.021984626
471,320,-0.020090545
471,387,0.022590484
471,410,-0.02042862
471,453,0.021914165
471,666,0.021402113
471,747,-0.024069747
472,52,-0.022985151
472,65,0.020297587
472,127,-0.020531686
472,254,0.020237572
472,429,0.023767551
472,469,-0.025149439
472,509,0.022576593
472,762,-0.023007898
473,8,0.020001804
473,21,-0.022206308
473,61,0.020598283
473,208,-0.020225229
473,234,0.02248789
473,297,0.021673588
473,305,0.02369528
473,420,-0.025727144
473,517,0.022907598
473,626,0.025773657
473,728,0.022831906
474,92,0.020249015
474,233,0.021173311
474,412,0.020623533
474,562,0.020929646
474,628,0.023082865
475,92,-0.022691987
475,114,-0.021731522
475,273,0.020437706
475,281,-0.022859378
475,333,0.022072945
475,398,0.025987683
475,407,0.022512484
475,420,0.025144454
475,430,0.020588297
475,460,-0.021320047
475,523,0.022114784
475,550,-0.024567295
475,630,0.020990657
476,16,-0.021924319
476,77,-0.026031904
476,171,-0.023143891
476,195,0.022281043
476,227,-0.020448802
476,247,-0.029023511
476,389,-0.021379268
476,423,0.02812044
476,479,-0.02756099
476,492,0.021539444
476,530,-0.028382702
476,544,0.022761159
476,581,-0.02174999
476,587,-0.02078815
476,647,-0.024860913
476,674,0.025399173
476,734,-0.025613155
477,50,-0.022001538
477,56,-0.02518434
477,95,-0.023193449
477,185,-0.02072801
477,187,0.023874352
477,347,0.022952218
477,464,-0.020498857
477,713,0.020355152
477,755,0.022023892
477,773,-0.02020299
477,785,-0.024665363
478,242,-0.0224511
478,268,-0.023351317
478,316,0.02019595
478,330,-0.031238098
478,390,-0.028247055
478,504,-0.022885501
478,570,-0.02730388
479,143,0.023143264
479,210,0.029548129
479,254,0.021936404
479,259,0.02222668
479,651,0.020191424
479,679,0.024184525
479,688,0.023773665
480,83,-0.020715198
480,87,0.022646412
480,477,-0.022616908
480,519,-0.023511354
481,139,0.027580434
481,191,-0.026627429
481,391,0.020986794
481,465,0.021537231
481,534,-0.020149846
481,638,0.0257147
482,26,0.020743478
482,94,-0.0206004
482,104,0.020815775
482,117,0.02261595
482,222,0.02511541
482,237,-0.0203503
482,439,-0.020151159
482,547,-0.025566755
482,602,0.022219894
482,605,-0.022297235
482,757,-0.020384084
483,556,0.023138586
484,144,0.020565273
484,230,-0.021505712
484,235,-0.022589507
484,509,0.020864906
485,310,0.024000136
485,376,0.0237156
485,410,0.020154357
485,452,0.025609627
485,712,0.02815397
486,136,0.0205708
486,184,-0.023149706
486,275,0.020155296
486,306,0.025105188
486,411,-0.026369415
486,519,0.022612536
486,645,-0.020075168
486,706,-0.023594638
487,106,0.021548409
487,196,0.020318871
487,206,0.02840271
487,331,0.02666351
487,419,0.021124661
487,450,0.020171784
487,584,0.02013918
488,277,0.023135277
489,43,-0.022115575
489,206,-0.023995273
489,303,0.022638967
489,455,-0.021445425
490,130,-0.022187771
490,171,0.02009621
490,346,-0.032473918
490,357,-0.021514997
490,487,0.02100846
490,499,-0.021516327
490,606,-0.023956748
490,672,0.02097823
491,20,-0.027425185
491,174,-0.024276406
491,326,-0.022157265
492,273,-0.033048898
492,287,0.022389261
492,290,-0.023690222
492,318,-0.024766747
492,407,-0.020295562
492,470,-0.021417074
492,691,0.02640333
493,18,-0.021059051
493,54,0.030686708
493,75,-0.022183347
493,105,-0.024820967
493,150,-0.021567255
493,181,0.020640781
493,278,0.020096831
493,423,-0.022124304
493,571,0.02261702
494,18,0.026662834
494,118,-0.024709798
494,199,0.020319039
494,307,0.0248065
494,473,0.020140521
494,495,-0.027974365
494,624,0.020455161
494,713,-0.020285338
495,6,-0.02353402
495,214,-0.022092853
495,487,-0.02179398
495,650,-0.028469691
495,666,-0.0208479
495,691,-0.021376157
495,784,-0.029706093
496,50,-0.02103734
496,117,-0.024498975
496,130,0.022327382
496,148,-0.022572385
496,222,-0.026968032
496,353,-0.03291084
496,507,0.021549175
496,526,-0.021558063
496,655,-0.024152318
496,800,-0.02178378
497,150,-0.021244988
497,368,-0.0206104
497,492,-0.022735387
497,515,-0.021456875
497,528,-0.02168212
497,563,-0.022687912
497,579,-0.020011984
497,636,-0.021099722
497,771,0.022444582
497,774,-0.023010755
497,792,0.022797558
499,99,-0.022132171
499,136,0.023615323
499,161,0.021834157
499,171,-0.02161054
499,411,0.023430344
499,435,-0.022762915
499,436,0.020202367
499,575,-0.022734743
499,582,0.024147388
499,730,-0.020577392
500,214,0.02256359
500,257,-0.021768333
500,344,-0.022953928
500,415,-0.02109723
501,204,-0.023506282
501,211,0.024884403
501,278,0.021829672
501,375,-0.021309884
501,376,0.021010544
501,515,-0.026212567
501,679,-0.023624998
501,700,-0.024304891
501,719,0.024254682
502,175,-0.021118646
502,268,-0.020568404
502,299,-0.020295117
502,371,-0.020918058
502,441,-0.024512118
502,554,-0.02046483
502,584,-0.020366183
503,0,0.020592483
503,282,-0.020054907
503,313,0.020265361
503,339,-0.024761464
503,718,0.03260995
503,720,-0.027600925
503,797,0.026111454
504,4,-0.02424596
504,118,-0.021370927
504,227,0.027786119
504,352,-0.023460073
504,356,-0.02537198
504,363,0.022250583
504,616,0.020157231
504,628,-0.021513944
504,648,-0.02526811
504,658,-0.02180086
504,664,0.026579488
505,99,-0.023598265
505,189,-0.029006526
507,117,0.021537019
507,237,-0.022888368
507,282,0.02874176
507,337,-0.022738485
507,366,-0.026249884
507,682,0.02695478
507,697,-0.020620711
507,762,-0.021690063
508,95,-0.023616435
508,326,0.022277962
508,399,-0.023918979
508,416,-0.028288683
508,427,0.020568315
508,432,0.024048332
508,473,-0.02421954
508,744,0.020270418
508,748,-0.02268764
508,783,0.026234118
509,99,-0.020940872
509,200,-0.022619087
509,366,0.027888488
509,390,-0.023996111
509,490,0.022092195
509,531,0.024506232
509,551,0.020628901
509,645,-0.02675148
509,698,0.02441221
510,9,0.021511424
510,45,0.021005066
510,134,-0.023162145
510,162,-0.020210171
510,410,-0.021568855
510,479,-0.024963422
510,558,0.028413389
510,694,-0.021880453
511,20,0.022164958
511,30,0.02588375
511,69,-0.02475167
511,161,0.021747349
511,270,0.029320203
511,446,0.020562889
511,651,0.021149902
511,743,-0.02510939
512,72,-0.033990804
513,87,0.026604349
513,207,-0.02479157
513,211,-0.022717835
513,315,0.03212269
513,399,0.021804705
513,429,0.023953015
513,463,0.022551257
513,485,-0.025281074
513,504,0.021304274
513,629,0.02043164
513,724,0.023400567
514,4,0.020882837
514,17,0.028910352
514,67,-0.025716823
514,342,-0.021958461
514,564,0.0218693
514,750,-0.021792926
514,757,-0.027501881
514,788,-0.024540674
515,180,0.021746857
515,187,-0.020080676
515,300,-0.0217425
515,315,-0.02195541
515,361,-0.021491272
515,363,-0.021960923
515,586,0.031631198
515,606,0.023756295
515,710,-0.021561118
515,725,-0.021696204
515,789,-0.021760358
516,117,0.020681825
516,208,0.022226462
516,489,0.021118144
516,581,-0.025490666
516,704,-0.02797528
517,86,0.023508247
517,117,-0.022116758
517,167,0.022988366
517,453,0.02385238
517,766,-0.026472645
517,771,0.02768903
517,800,0.025876747
518,252,-0.023092376
518,551,0.02222292
518,617,0.022732431
518,626,-0.021527205
518,648,0.024179224
518,668,-0.0202771
518,704,-0.02005548
519,135,-0.020459417
519,344,-0.020007653
519,509,0.022078352
519,539,0.02435792
519,543,0.021993846
520,48,-0.020538835
520,271,-0.021402728
520,355,-0.021446645
520,523,-0.022496046
520,698,0.020458525
521,269,0.021048464
521,541,0.021377962
521,637,0.026236793
521,665,-0.023304267
521,707,0.020540698
521,728,0.023122068
522,8,0.02329773
522,65,0.024501838
522,115,0.035409097
522,227,-0.025957115
522,279,-0.02941148
522,502,-0.021302305
522,617,0.022349311
522,664,-0.02579101
522,669,-0.021534517
522,778,0.023391077
522,804,-0.025295436
523,77,-0.02421561
523,115,-0.020054631
523,159,0.023393922
523,250,-0.021063954
523,264,0.025730275
523,282,-0.02439807
523,294,0.023113241
523,404,-0.021842174
523,439,-0.02203622
523,487,0.021826046
523,555,0.02279236
523,655,-0.02481205
523,676,-0.024807522
523,682,0.021010993
524,63,0.021578254
524,102,-0.020885427
524,485,0.020094164
524,491,-0.027196521
526,81,0.027962575
526,85,-0.024699405
526,499,-0.0210882
527,767,-0.024504881
527,799,-0.023341233
528,779,0.022757966
529,108,-0.020198427
529,736,0.021067996
530,204,0.032255407
530,417,0.025779238
530,486,-0.02862388
530,495,0.020640427
530,519,-0.021600163
530,545,-0.020280698
530,616,-0.024385575
530,741,-0.020079305
531,2,0.02156406
531,65,-0.021317178
531,211,-0.021607328
531,318,0.020166028
531,331,-0.023009868
531,363,0.024174193
531,502,0.022839071
531,507,-0.02135967
531,560,-0.023034098
531,605,0.025787942
531,629,0.021978328
531,674,0.028378211
531,757,0.020687023
532,16,0.032876544
532,91,-0.021676732
532,149,-0.021441925
532,314,-0.02098393
532,438,-0.023174468
532,615,0.020850344
532,624,0.028863033
533,71,-0.02088925
533,201,-0.02283281
533,566,-0.02023976
533,617,0.02207465
533,775,0.02155168
534,97,-0.022137115
534,341,0.021024443
534,735,-0.021947095
535,81,0.020557944
535,91,0.024075724
535,312,-0.02144756
535,333,0.020093951
535,341,-0.020954018
535,446,-0.031718556
535,516,-0.022855902
535,786,0.021730961
535,797,-0.025219386
536,366,0.023358969
536,401,-0.020699436
536,497,0.020537082
536,692,-0.02021501
536,693,0.020145679
536,760,0.030049924
537,604,-0.02265654
537,634,-0.02282402
538,8,-0.023479814
538,211,0.025100138
538,213,-0.022215754
538,678,-0.021884656
538,732,-0.020072559
538,759,0.024625964
538,766,-0.02184235
538,783,-0.02104411
539,18,-0.020938294
539,303,-0.020176152
539,399,0.025011545
539,504,-0.025628092
539,737,0.020042066
540,46,0.020597192
540,66,-0.02018894
540,84,0.02145614
540,91,-0.020239951
540,139,-0.025071805
540,251,0.020313252
540,399,0.022465698
540,477,-0.025273148
540,658,-0.02049539
540,753,-0.021434909
540,771,0.025377484
541,161,-0.020566754
541,216,-0.020169174
541,264,-0.022195067
541,320,-0.02865097
541,375,-0.02101925
541,481,-0.02667312
541,514,-0.021728575
541,531,0.020199751
542,95,0.031121237
542,191,0.021482976
542,589,0.023420686
542,653,-0.020006625
543,516,-0.030545983
543,577,-0.022114547
544,14,-0.020792076
544,303,0.020457493
544,344,-0.020740695
544,722,-0.02378604
544,740,0.026482
545,148,0.020141799
545,211,0.020206522
545,260,0.034700233
545,334,-0.02181172
545,413,0.023808751
545,523,0.02012334
545,707,-0.022642879
546,66,0.02116267
546,154,-0.026423758
546,209,0.021200338
546,216,0.02368795
546,265,-0.021340545
546,282,-0.023667613
546,382,-0.021750843
546,473,-0.02312255
546,551,0.020328786
546,555,-0.024026655
546,683,-0.026312076
546,800,-0.021784699
547,293,-0.021432968
547,412,-0.025025485
547,423,0.020051472
547,723,0.0213291
547,752,0.02016067
548,641,0.0334026
548,787,0.021949334
550,25,0.026867203
550,26,0.021776302
550,133,-0.022617979
550,141,-0.025531797
550,164,0.026722176
550,166,-0.032609906
550,210,0.022756306
550,384,-0.024895405
550,419,-0.02475867
551,189,0.023790047
551,209,0.02143726
551,325,-0.027066402
551,407,-0.021972757
551,416,0.021171935
551,443,-0.024775637
551,462,0.020509591
551,475,-0.022890598
551,645,-0.02018939
551,647,-0.030434012
551,654,0.025647452
551,669,0.021315454
552,74,-0.022769637
552,278,-0.02219521
552,333,0.02194401
552,463,-0.021656951
552,469,-0.02977632
552,628,-0.023901677
553,2,0.020057622
553,275,0.02132555
554,55,0.024399858
554,66,0.022353172
554,69,-0.020012615
554,299,0.02583305
554,394,-0.02006181
554,458,0.025967853
554,572,-0.023383766
555,32,0.029946737
555,250,0.024512032
555,391,0.02290861
555,459,0.030353526
555,516,0.030921223
555,633,0.026415704
555,672,-0.026023563
555,704,0.021356346
555,740,0.020717282
555,800,-0.023828557
557,367,0.022144346
557,433,0.023248436
558,199,-0.022861535
558,208,0.03122005
558,307,-0.020280123
558,347,-0.020190716
558,459,-0.02002537
558,542,-0.022299668
558,616,-0.020532774
558,657,0.024263253
558,800,-0.023624273
559,20,-0.024774076
559,150,0.021236353
559,246,0.021760933
559,504,-0.025060805
559,672,-0.020190835
560,14,-0.022027237
560,93,-0.025067575
560,285,-0.020706236
561,6,-0.023345375
561,246,0.023551317
561,311,-0.020015767
561,371,-0.02099272
561,410,-0.020275002
561,485,0.022521757
562,25,0.020448014
562,60,0.027232733
562,390,-0.021912077
562,476,0.025054604
562,588,-0.026043616
562,636,-0.020424506
562,687,0.02204597
562,785,-0.023433002
563,461,-0.021690514
563,464,-0.029215148
563,744,-0.021285385
564,7,0.02558602
564,34,-0.020603662
564,35,0.020500792
564,247,-0.03276111
564,253,0.021144742
564,300,-0.02041995
564,303,0.024673231
564,341,0.021587947
564,460,0.02011711
564,473,0.024146471
564,481,-0.021957444
564,487,0.026287735
564,515,0.020133492
564,540,0.021613542
564,546,-0.02273478
564,579,0.02761495
564,591,0.023265122
565,55,0.021829639
565,60,-0.023527946
565,161,-0.022152267
565,171,0.024219764
565,353,0.02000733
565,354,0.021135334
565,410,-0.020528555
565,420,0.022080831
565,564,0.020192495
565,773,0.021156166
565,800,-0.024625054
566,715,0.028330429
566,779,-0.02499267
567,120,-0.020497967
567,136,-0.028482132
567,204,0.02216604
567,233,-0.024514856
567,347,0.027198117
567,484,-0.0205991
567,499,-0.024435302
567,504,0.025769403
567,589,0.026303988
567,788,0.023476135
568,50,-0.030496323
568,121,0.022362007
568,194,-0.022591347
568,207,0.020622717
568,247,-0.028048705
568,267,0.022196472
568,307,0.022933593
568,318,-0.020143643
568,320,-0.02684069
568,474,-0.032064155
568,603,-0.021676503
568,674,0.020184316
568,682,0.024288736
568,789,0.024197988
569,507,-0.02338765
570,228,0.020802852
570,268,-0.02016175
570,274,-0.021243088
570,519,0.020335864
570,535,0.024015214
570,645,0.021934232
570,696,0.028091034
570,745,-0.024581416
571,42,-0.026689311
571,210,-0.021548735
571,280,0.0232075
571,589,0.023059838
571,770,0.02314714
572,20,-0.02003148
572,62,0.02161612
572,174,0.025300706
572,269,-0.02515598
572,420,0.02051229
572,479,0.020929411
572,508,0.020744972
572,540,-0.021444451
572,566,0.023280544
572,582,0.02187682
572,645,0.02081915
572,660,-0.020630289
572,759,-0.023077032
572,764,-0.020379063
573,608,-0.03255153
574,5,-0.03126639
574,84,-0.025852675
574,263,0.023674762
575,8,-0.03231844
575,279,0.02711594
575,428,0.02324068
575,576,0.020389771
575,605,-0.028611997
575,663,0.021347186
575,733,-0.022623235
575,778,0.020606667
576,2,-0.023262206
576,200,-0.024103422
576,252,0.02218065
576,307,-0.022433061
576,321,0.021984357
576,332,-0.021812446
576,335,0.021620998
576,468,-0.023996769
576,482,0.02290809
576,554,0.020297067
576,622,-0.022553133
576,717,0.021806562
577,116,-0.028395265
577,242,-0.02016714
577,294,-0.020007752
577,538,0.022253318
577,628,-0.028311081
578,89,-0.022255143
578,175,0.020521048
578,204,-0.023403097
578,294,-0.03092025
578,348,0.020836122
578,547,0.026516326
578,663,0.020738874
578,733,0.020884747
579,32,-0.026781442
579,147,0.030041587
579,151,0.02016932
579,441,-0.020987157
579,495,-0.02308486
579,514,-0.021187201
579,645,-0.029219864
579,667,-0.020813541
579,797,0.029829862
580,0,-0.021355944
580,24,-0.020146837
580,375,-0.022922114
580,404,0.02409446
580,517,-0.021526849
580,521,-0.020269847
580,658,-0.027483419
580,715,0.021669224
581,17,-0.030304685
581,67,0.021624953
581,166,-0.023912413
581,239,0.021288997
581,280,-0.023139684
581,391,0.020768272
581,407,0.02603259
581,462,-0.020759163
581,468,-0.020673465
581,530,0.020013794
581,558,-0.026237264
581,570,0.022658892
581,779,-0.027892742
581,790,-0.020433191
582,207,0.022985006
582,222,0.026751319
582,371,-0.02342544
582,451,-0.021503614
582,494,0.021602869
582,507,-0.02283017
582,737,-0.025787272
583,225,0.025672918
583,244,-0.02033986
583,249,0.02686815
583,258,-0.025393136
583,319,0.02380216
583,446,-0.020065023
583,588,-0.025457235
583,628,0.02315554
583,742,-0.024114145
583,759,-0.025495002
584,246,-0.02658652
584,493,-0.022519274
584,518,-0.0218793
584,576,-0.021356542
584,614,-0.021828573
584,633,0.024349632
584,697,0.02949282
584,781,0.02293964
585,408,-0.021906741
585,662,0.020791229
586,739,-0.025724689
587,74,-0.026677791
587,117,0.020556882
587,216,0.023757884
587,396,-0.02183982
587,413,-0.020872291
587,561,-0.027500408
587,755,-0.027428767
587,772,0.025971176
